,Error,Cost,Q_pos_x_0,Q_pos_x_1,Q_pos_y_0,Q_pos_y_1,Q_pos_z_0,Q_pos_z_1,Q_att_x_0,Q_att_x_1,Q_att_y_0,Q_att_y_1,Q_att_z_0,Q_att_z_1,Q_vel_0,Q_vel_1,Q_omega_0,Q_omega_1,Q_horizon_0,Q_horizon_1
0,27541.6128957569,758540440.899722,842.763,863.593,929.719,1006.978,1405.152,1447.339,79.303,99.609,217.996,86.811,553.913,430.446,25.567,190.633,38.27,21.281,5.016,1.552
0,34533.0786976492,1192533524.33803,834.735,857.313,924.495,1005.718,1402.11,1444.251,79.819,99.933,219.087,86.258,558.376,431.494,25.854,187.377,39.967,12.685,4.669,1.345
0,32291.2699186394,1042726112.95843,837.728,852.71,926.783,1011.643,1404.112,1453.434,88.656,98.215,217.385,83.605,551.813,424.662,24.943,181.96,40.644,19.558,3.948,1.138
0,31240.2540615766,975953473.83185,837.583,851.114,923.614,1006.168,1418.078,1460.041,89.093,96.894,220.893,76.39,553.658,427.207,25.124,184.607,39.712,22.148,4.299,1.827
0,28156.8527834145,792808358.666875,833.84,850.653,924.746,1003.481,1425.447,1459.177,89.409,93.759,219.708,78.152,553.749,424.611,25.993,184.793,37.302,19.966,4.223,1.876
0,28689.6710738895,823097226.327971,830.373,854.884,919.171,1005.097,1427.224,1449.995,95.753,95.974,223.797,78.988,549.88,430.368,32.341,180.367,25.527,20.63,5.524,1.484
0,32748.7739245751,1072482193.56293,834.048,858.474,922.975,1011.827,1426.416,1458.731,108.083,90.098,221.326,76.944,559.338,431.922,34.433,172.35,25.513,17.69,5.837,1.806
0,30060.7620540726,903649415.271574,830.501,857.596,923.431,1013.28,1421.419,1456.218,113.947,83.212,217.957,82.962,564.829,430.747,21.252,169.8,33.542,17.926,5.097,1.172
0,31701.96370354,1005014502.66057,833.881,853.428,924.729,1002.751,1418.47,1457.338,121.454,80.394,215.305,87.134,566.841,428.973,20.586,176.593,38.445,27.253,5.43,1.079
0,27152.8561566014,737277597.461087,833.552,856.421,929.174,1001.019,1423.533,1455.907,126.409,76.669,211.935,83.55,552.415,427.238,28.28,178.168,45.703,21.69,5.544,1.469
0,28452.7920300756,809561374.306735,829.325,860.483,936.007,1000.362,1419.728,1454.266,118.59,69.68,212.478,84.407,549.069,436.227,28.508,178.724,46.439,24.808,5.296,1.594
0,29609.4186592557,876717673.339077,819.473,856.109,936.063,999.962,1422.915,1462.471,124.476,77.523,209.356,84.621,556.179,433.24,34.061,183.381,45.127,27.541,4.392,1.65
0,30459.5973904925,927787073.190895,831.107,860.956,935.173,996.555,1419.629,1468.412,109.85,74.81,197.773,82.99,567.808,436.163,25.039,182.94,42.807,23.829,4.806,2.118
0,31683.9354359991,1003871764.71256,826.905,863.472,935,1004.514,1421.928,1464.828,108.091,88.536,194.559,89.334,555.459,427.282,22.153,183.106,44.002,16.24,5.649,2.519
0,28958.5586547112,838598119.358349,827.729,862.498,936.053,1006.98,1422.588,1474.983,106.498,89.183,191.476,88.941,560.594,431.178,29.148,185.213,40.19,17.84,5.374,1.714
0,27226.6889602462,741292591.737993,829.757,862.595,931.421,997.178,1430.233,1482.985,107.83,83.385,202.187,88.518,555.661,431.023,38.027,190.398,41.11,19.02,4.895,1.774
0,37796.1248517329,1428547053.80778,838.485,865.55,929.203,997.639,1434.539,1486.483,116.483,79.365,194.362,93.29,555.179,427.674,42.842,189.162,40.199,21.088,4.838,1.475
0,33997.5611656759,1155834165.21387,834.553,871.055,931.345,998.905,1444.827,1482.174,110.529,88.936,205.033,101.413,538.687,421.694,42.357,186.644,37.452,18.359,4.626,1.989
0,31239.8647388804,975929148.903543,836.248,880.893,931.497,1001.019,1450.857,1477.63,107.722,94.245,199.057,105.014,539.723,413.594,46.49,180.766,37.209,20.074,4.563,1.527
0,27882.1339749022,777413394.994398,838.829,879.857,934.379,999.342,1460.642,1476.594,112.16,97.546,204.984,108.285,542.762,410.771,44.674,184.162,41.016,12.901,4.37,1.565
0,36023.0258720328,1297658392.97714,832.039,882.508,933.28,985.071,1456.252,1487.928,112.306,89.303,208.616,108.664,547.044,408.645,42.365,181.737,47.587,21.061,4.514,1.248
0,33058.8536767568,1092887806.42122,832.381,887.058,927.274,983.869,1456,1483.938,114.012,91.03,200.484,110.111,547.767,407.411,37.973,178.823,42.333,25.015,5.04,1.259
0,27322.8131614664,746536119.056404,838.092,897.044,923.845,971.144,1456.013,1490.646,112.45,86.804,201.942,103.643,543.049,404.833,40.501,184.159,53.425,27.549,4.979,2.493
0,26484.3379734979,701420157.894462,838.625,898.313,920.788,977.954,1456.056,1490.721,106.895,80.566,196.428,100.481,544.687,401.342,38.362,177.603,54.272,32.328,4.81,1.506
0,32551.2279627893,1059582441.88548,836.176,899.525,929.244,971.136,1450.907,1485.568,103.071,75.207,186.621,96.621,539.05,400.417,43.721,176.54,54.789,34.878,4.61,2.346
0,inf,inf,841.679,897.405,923.869,977.01,1449.108,1481.429,104.111,79.189,174.607,94.219,543.866,400.097,43.699,181.45,53.458,36.675,4.555,2.488
0,33707.568196702,1136200153.73532,843.116,894.053,928.457,975.709,1444.755,1474.799,97.711,78.953,176.935,103.264,538.407,387.62,41.651,175.527,57.234,42.643,3.677,3.07
0,29625.2088629505,877653000.173441,840.526,893.824,918.616,977.645,1443.733,1488.805,102.529,74.319,187.063,103.179,532.712,393.68,41.523,175.802,54.206,43.961,4.189,2.279
0,26057.7764781966,679007714.987657,848.035,888.75,921.118,975.787,1440.866,1488.301,100.896,77.192,187.563,101.932,532.066,387.801,38.16,167.014,58.523,45.798,4.5,2.629
0,30236.563259783,914249757.762859,854.512,887.898,919.361,975.291,1440.621,1494.103,109.996,74.301,184.107,99.019,528.336,393.389,42.594,174.696,67.004,34.761,5.163,2.212
0,35452.6176957702,1256888101.48244,853.358,886.556,916.18,974.118,1445.116,1493.787,102.771,73.105,183.027,99.571,538.632,388.94,48.441,178.336,65.452,32.027,4.688,2.308
0,32783.7494316776,1074774226.79902,856.834,872.458,914.806,977.357,1448.596,1493.745,103.81,77.458,175.138,95.771,538.106,389.613,46.058,182.144,69.108,32.581,5.368,1.187
0,34264.8196533422,1174077865.87607,859.514,868.592,919.082,977.235,1448.15,1488.27,103.668,82.174,174.66,92.838,536.357,386.85,48.249,192.16,72.04,34.855,6.469,1.201
0,29759.7656459561,885643651.302228,855.162,865.139,914.372,974.667,1454.934,1490.968,104.185,81.945,179.649,100.869,528.268,383.254,50.604,185.214,71.983,35.966,6.485,1.057
0,25524.9878957904,651525007.080248,852.06,856.438,916.823,979.602,1452.283,1489.445,105.867,80.592,180.715,101.37,527.975,382.945,52.511,179.526,69.307,41.132,6.16,1.007
0,31170.8012207549,971618848.743817,848.968,854.87,913.782,991.475,1450.948,1482.08,103.612,83.153,180.377,96.177,525.463,388.111,46.774,186.079,66.179,37.685,5.486,1.386
0,34176.4379086347,1168028908.12277,843.648,852.632,911.365,994.171,1452.793,1484.786,110.166,93.363,184.425,93.748,523.072,384.809,46.525,192.229,68.139,35.083,5.933,2.264
0,26512.781081998,702927560.701952,848.643,844.761,910.863,996.644,1447.882,1480.685,112.396,97.937,184.139,99.548,517.892,388.84,40.742,198.973,70.818,37.466,6.432,1.914
0,31714.5613598008,1005813402.24457,855.498,844.272,903.728,997.138,1456.261,1485.908,118.05,104.725,194.725,99.152,517.472,392.395,37.454,191.755,70.629,39.348,5.789,1.709
0,32720.4335754613,1070626773.36618,854.58,839.267,901.534,999.96,1457.077,1486.58,115.346,98.74,191.233,94.768,515.058,398.676,29.103,190.327,73.882,38.087,6.554,1.591
0,22673.8207678126,514102148.210888,864.029,840.753,904.136,1007.413,1453.947,1493.055,109.59,97.395,193.994,103.688,517.144,394.478,22.603,195.77,77.738,39.066,6.109,1.962
0,33682.1797957542,1134489235.79351,863.44,848.519,904.629,1008.586,1457.371,1483.5,106.724,93.926,196.625,114.759,514.659,399.501,23.516,190.775,63.653,43.701,5.687,1.664
0,29229.8878856978,854386345.810465,865.303,848.847,913.404,1005.648,1457.471,1478.432,112.135,96.885,192.84,109.038,513.626,397.78,25.988,191.662,53.523,46.424,5.664,1.165
0,31149.7340602509,970305932.024357,865.695,843.681,910.683,1000.317,1452.216,1474.668,115.562,93.435,194.967,108.305,515.349,400.152,29.565,184.441,51.636,46.097,5.453,1.132
0,32132.6857300913,1032509492.22881,860.272,840.534,905.532,997.315,1446.725,1470.326,120.692,96.977,190.153,108.116,506.984,412.002,24.216,180.641,48.35,46.436,5.507,1.137
0,28093.6322546323,789252173.258518,856.624,843.579,909.434,1000.713,1456.157,1462.537,117.919,89.729,194.675,109.82,501.845,413.74,21.986,181.4,52.898,46.999,5.582,1.825
0,25593.5424518031,655029415.23225,861.695,843.05,907.422,993.92,1451.683,1459.069,126.625,83.255,191.556,106.859,504.216,410.316,23.972,177.443,52.473,39.915,5.81,1.144
0,28220.2744032334,796383887.39379,861.29,845.495,905.555,1000.534,1460.015,1455.791,126.146,83.55,193.109,109.083,503.608,406.108,25.384,180.545,52.917,40.005,5.454,1.077
0,27260.5395121561,743137014.493822,860.386,835.117,911.582,997,1455.022,1457.055,129.651,87.229,198.938,112.919,505.356,408.596,27.64,185.659,53.559,36.577,6.217,1.107
0,32137.1952926969,1032799321.28094,857.732,842.454,909.127,1001.553,1460.322,1450.85,125.865,87.042,200.142,114.372,505.125,399.08,36.345,191.693,43.872,27.936,5.058,1.129
0,28124.2808757706,790975174.779236,858.241,844.907,914.734,995.23,1463.1,1452.894,127.61,86.443,204.819,112.888,505.796,392.944,35.11,186.303,40.58,26.819,4.559,1.473
0,31334.8581837214,981873337.393933,866.498,849.464,915.958,1001.285,1458.056,1451.944,124.926,87.626,204.1,115.662,503.344,384.262,44.134,188.945,46.565,27.291,4.525,1.134
0,35579.7591346578,1265919260.08026,866.098,850.287,919.96,991.73,1462.328,1456.962,121.856,91.774,205.785,111.27,501.099,387.933,52.241,188.118,48.579,29.48,5.405,1.017
0,35759.1565972587,1278717280.54727,862.539,852.4,923.231,994.654,1461.995,1458.712,116.45,92.603,201.968,108.192,495.658,384.892,53.207,189.152,50.524,29.92,6.15,1.619
0,36301.6973198521,1317813228.30216,864.24,855.947,921.253,999.995,1460.541,1459.775,121.057,86.698,197.895,110.824,497.35,379.545,56.987,189.34,51.709,24.147,5.779,1.584
0,28764.6517325425,827405189.294459,860.56,850.796,920.954,1002.167,1459.576,1457.752,115.535,84.896,204.406,99.596,498.539,379.988,47.429,182.893,48.726,23.76,5.833,1.503
0,31005.0848837311,961315288.647369,858.541,847.646,925.068,1001.712,1459.384,1461.569,109.656,84.036,210.16,99.422,507.476,384.259,36.762,187.912,49.891,21.836,6.268,1.388
0,18893.0074256631,356945729.586161,863.169,845.515,928.338,993.722,1460.048,1469.373,110.255,77.116,210.851,97.847,503.693,391.034,26.725,188.666,50.932,18.267,5.573,1.022
0,23364.1299031193,545882566.129834,856.039,849.062,923.941,992.641,1466.738,1473.798,109.925,77.89,209.606,102.023,513.989,392.098,24.501,195.02,46.385,9.903,5.311,1.59
0,26714.1145944539,713643918.565614,854.823,850.144,917.348,989.755,1462.83,1463.83,110.871,79.318,209.994,106.371,519.229,387.258,21.032,187.806,38.713,12.605,5.133,1.498
0,26997.8416017675,728883451.15413,857.218,854.797,912.31,986.839,1463.083,1470.603,108.362,76.909,203.984,114.8,518.098,385.679,16.823,182.278,34.994,16.257,5.148,2.076
0,33624.8064292558,1130627607.40492,860.401,849.584,911.37,993.193,1466.746,1474.281,108.03,77.252,204.136,113.892,514.006,387.12,25.175,182.618,33.63,18.601,5.981,2.831
0,24191.1118589014,585209892.969883,859.501,847.449,904.862,990.928,1462.406,1478.214,108.261,82.579,207.867,118.582,503.083,386.347,13.602,182.29,34.528,16.335,6.303,2.272
0,26482.1215159357,701302759.984787,861.465,844.834,901.41,984.684,1465.756,1479.551,107.062,87.912,212.005,106.135,501.561,396.024,11.09,189.574,40.869,12.879,5.917,1.677
0,24018.1102193656,576869618.509594,864.65,847.067,893.584,987.876,1466.301,1468.043,103.151,83.293,197.159,102.228,491.669,403.271,18.747,195.203,42.386,3.494,6.269,1.617
0,29457.5768414523,867748833.37007,861.617,836.893,894.627,986.41,1460.826,1470.408,112.843,78.702,201.632,97.911,498.679,392.215,24.692,195.421,44.757,3.899,6.615,3.008
0,25372.8300139092,643780502.914729,865.54,832.203,890.018,975.835,1461.912,1470.935,119.233,80.548,191.229,99.067,503.454,387.8,22.543,195.594,34.352,5.367,5.385,3.199
0,28099.9462360868,789606978.470971,866.79,826.597,889.873,975.83,1467.132,1471.707,117.304,83.126,193.778,110.007,508.224,384.795,13.278,191.98,44.752,10.114,6.081,3.084
0,28089.8641256898,789040466.599714,869.377,827.31,886.455,975.526,1473.577,1469.295,119.91,91.014,189.307,109.337,509.015,387.902,16.87,193.03,42.888,6.155,6.432,3.06
0,24859.9616187395,618017691.685202,870.489,829.961,894.502,976.665,1469.977,1471.109,122.511,81.884,183.103,108.357,510.088,378.898,13.292,186.959,49.516,9.44,5.65,2.976
0,27216.6331552104,740745120.305299,873.103,834.576,894.414,973.837,1462.376,1469.641,122.213,73.185,182.336,107.924,508.812,377.257,17.676,185.634,54.847,4.163,6.298,2.511
0,28492.7834112051,811838706.517843,874.264,837.713,891.775,972.574,1469.579,1472.739,124.451,83.862,181.928,105.121,506.839,382,13.566,183.425,56.92,3.333,5.847,2.59
0,29158.407516565,850212728.902075,877.252,841.909,893.237,972.257,1472.51,1480.658,119.79,83.138,180.282,108.452,501.807,384.993,19.649,187.275,64.003,6.786,5.087,3.08
0,30572.1011147653,934653366.571433,876.85,841.28,895.201,966.179,1469.206,1482.759,121.232,83.908,175.896,99.132,499.653,380.764,17.44,184.238,73.65,7.771,4.43,3.152
0,23890.2487838159,570743986.952616,884.715,841.343,890.977,967.786,1474.723,1487.308,118.484,71.237,175.95,101.358,491.45,386.897,27.336,188.363,77.791,10.502,4.934,3.278
0,31811.9018859242,1011997101.59967,885.479,836.034,879.571,968.588,1473.015,1484.007,117.683,74.118,172.758,103.738,491.136,380.899,30.679,183.701,70.288,5.944,4.263,3.013
0,32501.2694937915,1056332518.70806,889.573,832.306,872.623,973.078,1462.585,1484.741,110.233,76.806,174.842,103.353,498.973,387.268,26.789,180.382,73.667,12.69,4.224,3.601
0,32262.0775048209,1040841644.92707,888.983,823.901,868.068,971.502,1466.667,1481.536,109.665,79.272,168.195,104.487,510.088,380.526,29.294,177.186,66.673,12.352,3.841,3.68
0,30475.0870734847,928730932.136473,888.237,819.713,864.05,980.912,1462.277,1486.461,109.78,78.587,163.729,114.65,515.338,368.328,32.893,177.851,67.594,11.467,4.776,3.659
0,36108.2924136887,1303808781.03245,888.749,817.943,858.154,977.06,1462.893,1486.376,106.294,72.465,168.155,126.409,522.338,359.915,39.991,176.325,73.97,11.324,4.754,4.805
0,33902.4845726621,1149378460.19959,885.244,818.09,849.078,971.458,1471.764,1486.285,110.823,80.745,165.84,129.003,521.227,359.797,44.905,173.19,73.436,12.399,5.506,4.632
0,32546.0843623115,1059247607.3187,885.612,822.576,850.123,971.297,1466.736,1485.418,104.401,81.161,169.286,133.762,517.116,362.495,55.082,174.664,76.537,10.752,6.158,4.284
0,34459.8504958663,1187481296.19746,877.275,815.993,854.786,967.916,1481.028,1495.849,107.404,85.381,176.845,123.859,517.054,358.758,54.663,173.529,78.425,11.525,6.768,3.878
0,30215.3732972843,912968783.494241,881.842,818.487,861.043,967.286,1473.555,1491.146,117.086,89.416,179.133,116.2,519.145,359.366,47.613,169.901,69.612,12.756,6.573,4.134
0,33904.0851567164,1149486990.31388,880.897,826.428,850.736,966.259,1475.707,1487.723,116.264,93.268,174.027,120.214,516.853,362.33,50.977,166.726,73.631,16.326,6.584,3.42
0,31443.9933729736,988724719.239607,876.916,830.269,846.037,965.441,1470.052,1496.444,122.94,96.255,181.952,122.83,521.696,363.204,50.692,166.931,76.541,14.209,6.855,2.754
0,31604.6207645914,998852053.673643,877.752,834.063,838.962,958.101,1471.412,1499.645,127.093,98.005,182.257,120.923,509.17,363.509,46.942,169.591,79.69,6.696,6.697,3.435
0,35827.9365125389,1283641034.74652,876.875,832.732,834.719,957.649,1477.267,1498.946,129.274,103.37,187.376,116.054,503.917,364.916,51.286,171.749,77.588,10.879,5.98,3.004
0,33332.965024149,1111086557.30114,883.553,835.412,842.158,956.811,1477.459,1487.275,125.714,105.326,181.654,115.854,507.887,370.609,52.505,169.091,80.343,9.473,6.112,3.424
0,31819.7505127569,1012496522.6941,885.059,835.837,841.756,958.851,1473.759,1487.501,124.619,114.552,185.743,113.635,509.395,366.47,54.179,168.041,71.638,8.063,6.39,3.483
0,22544.1720006985,508239691.197077,886.588,832.769,838.664,958.946,1471.851,1489.907,118.397,116.324,195.778,112.445,510.57,369.567,62.367,168.73,80.884,6.226,6.137,3.019
0,26783.5262322007,717357277.430985,884.69,835.586,834.613,956.174,1469.058,1490.367,121.591,106.578,200.68,113.954,517.466,373.985,61.082,155.981,80.563,8.344,5.563,3.048
0,32180.6023057399,1035591164.76019,889.953,833.826,839.76,958.155,1463.898,1493.103,115.337,100.272,198.376,108.157,518.494,367.632,71.885,151.399,79.325,11.879,4.559,2.563
0,37481.8096618467,1404886055.5269,876.758,831.556,848.373,961.506,1457.375,1492.976,115.915,87.894,204.38,117.884,517.557,361.861,66.88,149.068,76.995,22.31,4.71,2.862
0,31487.8559607735,991485073.006417,877.931,826.9,849.002,961.103,1459.105,1485.448,120.355,80.646,204.205,113.034,521.863,360.523,67.375,138.846,77.483,16.999,4.424,3.38
0,34059.7053368494,1160063527.63301,882.9,820.815,847.755,952.06,1454.919,1485.742,122.289,85.106,208.305,115.101,522.339,350.333,69.09,138.934,69.559,17.617,4.555,3
0,38206.6192354473,1459745753.40245,875.92,821.337,848.479,954.052,1454.748,1492.706,124.695,92.889,202.362,110.841,522.721,352.254,69.176,146.7,66.912,12.087,5.596,2.683
0,31884.8164665135,1016641521.10325,872.746,832.408,846.162,953.272,1450.445,1490.541,129.595,93.777,202.568,117.58,518.68,348.105,60.458,148.451,67.153,21.471,4.925,2.792
0,28591.784270549,817490127.773614,875.08,831.035,838.898,964.061,1451.312,1491.312,126.284,95.566,203.189,123.382,515.695,357.489,55.029,149.976,63.642,21.794,5.032,3.038
0,33771.9373192808,1140543750.29743,867.857,838.945,835.464,959.692,1446.784,1485.858,126.224,99.015,206.188,127.699,521.918,356.523,64.092,144.811,61.735,30.306,5.303,2.023
0,36535.2972625224,1334827946.06088,869.245,832.74,831.325,965.256,1450.904,1483.774,120.048,100.319,205.071,116.367,519.323,352.984,60.273,133.723,59.226,21.938,5.689,1.258
0,30326.9613920331,919724587.273864,871.697,829.423,839.075,967.323,1457.546,1483.161,112.58,109.701,202.548,127.821,516.433,349.657,60.769,129.266,64.17,19.73,4.656,2.799
0,33165.3133951633,1099938012.5994,869.37,834.662,840.052,965.996,1448.693,1491.841,113.387,115.084,193.156,119.405,512.477,355.353,52.289,120.601,65.933,17.039,4.549,2.651
0,33991.9101265584,1155449954.05203,864.453,832.564,831.947,965.163,1449.52,1490.641,112.313,113.432,181.791,116.242,520.845,356.668,49.587,114.714,69.755,8.924,4.575,2.962
0,33941.6526030111,1152035781.42349,867.267,837.233,829.68,966.052,1441.62,1498.63,118.612,108.696,173.203,109.68,530.86,341.34,48.746,117.99,68.41,10.486,5.042,3.498
0,28881.481383745,834139966.919607,865.238,830.927,836.514,967.922,1440.807,1492.419,117.621,109.265,174.838,111.592,534.754,341.189,51.345,124.443,64.233,2.642,5.144,3.554
0,30527.7568372113,931943937.511904,860.797,827.285,831.715,960.7,1443.403,1490.027,108.415,104.475,175.788,121.44,538.319,345.599,38.28,124.52,70.534,1.944,5.316,3.569
0,33886.2984812676,1148281224.76156,864.49,823.906,826.704,959.108,1444.659,1494.924,107.558,106.993,188.105,116.132,539.596,349.945,35.85,128.326,71.402,3.048,5.443,3.53
0,36348.3732591624,1321204238.58739,868.812,826.201,827.616,958.759,1445.783,1492.343,108.972,109.267,184.508,118.896,532.948,339.252,32.726,134.139,71.617,8.761,5.637,4.025
0,31772.3977617579,1009485259.53136,853.68,826.91,832.038,952.554,1436.704,1488.016,104.101,115.393,184.859,117.706,534.907,334.646,32.699,130.604,70.707,7.8,5.781,4.224
0,36108.5054765547,1303824167.75038,855.183,822.738,831.536,953.165,1431.463,1483.679,91.136,116.327,183.948,111.354,535.544,331.51,38.39,131.582,73.772,2.458,5.893,4.294
0,28384.9483502283,805705292.845131,857.299,821.226,830.872,955.73,1435.254,1483.064,96.413,106.305,188.373,107.558,533.968,333.87,32.325,129.963,67.64,3.013,6.241,4.231
0,18651.3400525801,347872485.756977,868.908,827.32,834.132,958.859,1428.903,1476.925,100.833,112.105,189.088,111.246,539.144,328.928,31.74,131.433,70.023,7.3,6.295,4.006
0,30880.5066863548,953605693.206005,865.961,834.658,839.546,960.407,1431.521,1477.501,101.06,108.304,179.999,117.555,541.81,332.229,38.529,128.813,64.828,8.419,6.277,4.152
0,32574.2619453319,1061082541.2831,867.488,831.097,840.127,968.159,1426.881,1476.887,96.818,111.919,171.525,127.495,537.236,335.936,46.164,121.346,69.696,5.781,5.621,4.604
0,35152.8159690952,1235720470.55708,872.505,832.42,844.362,961.759,1424.205,1479.081,106.557,113.235,163.842,120.828,537.72,332.897,44.175,134.747,68.8,4.813,6.383,4.96
0,32340.9695026521,1045938308.37147,867.748,836.23,839.195,963.155,1433.095,1479.772,113.088,110.55,156.426,115.393,529.312,328.297,52.57,133.527,64.215,1.908,6.657,5.337
0,35300.501942992,1246125437.42718,862.682,836.881,829.758,960.959,1439.514,1482.142,118.965,111.501,153.024,110.275,524.655,329.652,59.312,138.949,65.37,5.843,6.218,5.008
0,31955.9260327087,1021181208.60795,867.108,836.56,823.96,962.572,1440.257,1482.351,114.492,106.141,148.878,109.173,530.913,318.936,66.945,146.68,63.098,10.099,6.507,4.059
0,30764.8771939905,946477668.761316,870.403,837.227,824.084,955.104,1442.657,1481.306,118.229,107.02,155.139,113.157,528.813,324.871,66.862,142.676,60.51,5.415,6.12,4.022
0,39671.9252268448,1573861651.20437,868.9,835.774,827.386,952.349,1455.604,1474.92,112.883,109.993,159.321,116.666,537.79,320.501,72.472,139.749,65.908,7.435,6.535,3.807
0,27378.8790277592,749603016.816674,863.468,829.799,819.416,956.003,1454.021,1473.927,115.545,119.98,160.157,123.424,535.496,324.726,71.524,135.215,61.855,14.497,6.447,3.756
0,34382.1020539798,1182128941.65028,860.69,841.157,823.606,957.738,1459.008,1464.635,118.424,115.415,163.253,122.707,537.397,327.439,66.643,137.133,58.276,18.148,6.05,3.34
0,38781.1644934188,1503978719.46561,860.613,840.439,815.027,958.361,1450.229,1459.861,116.714,110.466,164.169,113.216,542.253,335.497,59.963,135.058,58.691,14.876,6.138,3.327
0,34645.4756003046,1200308979.5713,863.02,835.967,824.717,956.596,1453.303,1470.688,116.665,112.585,156.609,110.107,545.211,336.22,63.58,125.33,51.844,12.531,6.055,3.016
0,34892.6982346344,1217500390.09326,864.56,831.625,823.478,951.443,1452.334,1471.213,120.724,124.401,163.696,114.044,542.894,333.163,59.434,120.707,47.113,13.435,6.049,2.116
0,30726.046461634,944089931.162491,867.643,834.432,828.025,948.18,1455.515,1471.483,121.372,128.889,165.111,112.52,557.819,332.959,60.048,126.092,48.185,1.74,5.814,2.51
0,20934.1533251351,438238775.440264,866.288,838.502,827.809,945.517,1452.22,1461.643,132.492,121.69,163.57,113.456,553.986,344.105,64.846,124.19,46.961,2.893,5.667,3.547
0,32492.7924627106,1055781562.02478,864.929,838.106,827.155,949.252,1452.697,1457.749,131.191,121.71,157.066,120.6,558.73,338.852,64.42,121.54,38.755,7.83,5.484,3.512
0,31501.6725061206,992355370.682876,872.473,838.3,826.264,941.891,1455.45,1463.675,125.042,120.511,160.014,113.646,550.879,341.098,67.446,119.984,37.635,11.462,5.324,3.941
0,32012.7361338625,1024815274.77631,875.913,834.124,832.576,939.635,1459.117,1462.342,122.958,122.628,161.047,117.569,553.164,345.209,69.866,115.568,32.113,19.72,4.699,4.517
0,33522.3030877795,1123744804.30895,878.161,836.367,843.491,938.178,1462.502,1463.388,123.182,120.096,170.341,103.986,555.539,346.37,70.464,123.333,26.686,13.051,6.017,5.028
0,33536.9224295955,1124725166.0487,876.249,837.035,831.747,935.258,1467.3,1470.371,128.256,121.925,167.236,104.986,566.574,344.154,61.063,123.432,22.108,10.459,6.542,4.616
0,29452.232831885,867434018.783563,880.705,841.138,827.38,933.622,1474.648,1473.519,129.082,121.751,157.371,107.587,560.288,343.083,57.045,119.454,22.916,16.486,6.143,5.556
0,37913.8349780832,1437458882.74532,880.213,840.675,822.142,930.759,1475.479,1469.851,131.076,123.196,152.062,107.038,552.965,339.489,56.493,126.936,29.894,12.067,5.642,5.52
0,29701.2401995633,882163669.392156,882.739,840.95,821.97,929.242,1468.957,1464.155,131.123,117.521,150.163,103.714,548.478,333.208,51.748,129.774,31.829,17.922,6.264,5.7
0,30618.6284900392,937500410.611038,883.445,837.315,822.48,927.615,1465.889,1459.137,124.246,117.171,144.013,103.94,548.023,330.59,52.93,129.509,25.345,14.905,6.654,5.917
0,35548.8737308252,1263722423.53016,885.345,837.804,813.968,924.321,1464.385,1451.794,118.691,123.343,148.377,90.773,543.025,326.436,55.851,125.532,22.333,11.523,6.686,6.683
0,29092.1295036632,846351999.057914,877.069,831.686,814.629,928.22,1458.749,1455.644,113.701,115.579,149.96,94.084,546.278,327.348,49.842,117.128,22.296,1.488,6.774,6.299
0,31738.9888708445,1007363414.54359,881.667,837.544,812.113,933.015,1455.233,1461.297,115.988,112.702,151.34,89.723,548.023,324.323,50.016,112.643,18.281,5.942,6.866,6.384
0,31782.1267382918,1010103580.00884,880.662,838.947,815.059,926.429,1452.527,1463.223,110.636,109.401,155.236,83.652,547.47,314.634,43.121,106.496,18.623,15.7,6.45,5.848
0,28801.6346383049,829534157.838405,873.012,831.743,812.507,919.76,1454.41,1471.116,109.883,104.293,153.987,74.465,543.199,309.13,46.578,115.31,14.091,13.343,6.098,6.195
0,26153.9856788919,684030966.891683,873.331,830.743,813.412,915.418,1461.878,1470.432,108.797,101.705,154.956,78.641,532.204,307.833,56.003,115.204,13.43,23.129,6.828,6.114
0,32501.146319676,1056324512.09299,875.425,837.798,811.334,904.604,1452.079,1472.131,107.394,102.006,158.378,77.616,523.541,302.774,57.674,118.693,12.187,26.962,6.592,5.638
0,inf,inf,871.533,828.735,811.917,900.884,1452.876,1474.346,102.847,103.016,165.96,77.275,522.226,302.223,56.872,114.872,14.923,22.217,6.331,5.509
0,29370.1507223279,862605753.452256,871.11,831.258,805.064,900.968,1462.81,1478.148,106.208,109.234,163.53,70.37,527.029,307.273,49.93,116.122,28.942,20.459,4.98,6.08
0,32318.3191070105,1044473749.90256,877.7,831.525,788.781,904.299,1468.993,1480.66,101.762,108.166,163.742,66.531,527.087,305.653,48.279,112.706,24.653,19.639,5.549,5.593
0,26561.1556468627,705494989.296868,879.545,835.623,789.804,914.058,1463.139,1474.815,98.147,107.734,159.925,68.713,526.467,307.728,47.608,110.821,13.859,21.308,4.967,5.411
0,30701.3897960392,942575335.408341,888.276,828.233,792.377,914.734,1465.048,1472.286,104.783,106.631,150.293,64.693,517.828,312.005,53.489,104.049,12.995,20.913,4.585,4.713
0,32146.5064163428,1033397874.77597,890.907,828.368,785.827,912.096,1463.651,1465.171,104.737,108.9,158.403,65.417,519.349,321.123,49.403,97.98,14.633,26.336,4.388,4.289
0,34078.3375055586,1161333087.14276,889.263,826.06,783.969,913.389,1456.736,1467.918,99.927,114.259,163.582,54.657,525.899,323.038,49.089,105.812,14.463,29.724,3.991,3.917
