,t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,u_1,u_2,u_3,u_4,mu_0
25,0.179368,6.46601067065153,-81.41670802180008,43.602086165547924,0.8668567225801569,-0.00031023668223673263,0.4781570132613684,0.1411564756319243,1.3384665395755844,0.2814085387622132,0.27997049492235404,0.9801603809451904,0.19340934089916773,-1.070613566687234e-28,4.178698116256578,4.178999016234691,4.159939552929177,4.159638652951064,0.9923536187372048
26,0.186542,6.475944806891484,-81.41463699208201,43.60407018295827,0.8665258921060282,0.002641279587772945,0.4792419197065875,0.13947414821751233,1.4307117108563452,0.295765034062528,0.2730522843149143,0.98006107292509,0.18711901952087714,-2.3040576532399362e-30,4.178459677130181,4.178999016769945,4.16858530832513,4.168045968685369,0.9920358036646276
27,0.193717,6.486540460106344,-81.41246592067371,43.606004028897544,0.8661923194448538,0.005594767371802808,0.4803054967686783,0.13779023100231766,1.5228678940673774,0.3092961434656479,0.2659849628376977,0.9798830710783556,0.18368211409454516,-1.726709528086505e-23,4.177845838992302,4.178999016700878,4.1721640976680865,4.171010919959511,0.9917162479139764
28,0.20089200000000002,6.497796737463817,-81.41020075894663,43.607886482598964,0.8658525769857581,0.008548723917524701,0.4813539477125737,0.13610497765011298,1.6148643506486045,0.3219938399085265,0.258726284745718,0.9795024801730962,0.18142634032895252,3.2258399198630313e-24,4.1755923895456215,4.178999016114399,4.1743599790120856,4.170953352443308,0.9913948283351396
29,0.208067,6.509712344220857,-81.4078474941712,43.609716085526635,0.8655050727846103,0.011501159480733871,0.4823900047969738,0.13441922950176433,1.706659686514566,0.3338561099171369,0.25125232179276225,0.9783781685600212,0.1798952880746667,-1.9570756385048807e-26,4.164437795594681,4.178999015092745,4.175866335388022,4.1613051158899586,0.9910714191116912
30,0.215241,6.522285405894046,-81.40541215805554,43.611491027144645,0.8651489071473103,0.014444862478348884,0.4834145177938622,0.13273685271681288,1.7981336462771136,0.3448729159831121,0.2434890358894506,0.9735724324889591,0.17886138896627707,0.0,4.071886090551133,4.178999013843584,4.176169456087743,4.069056532795291,0.9907458916311138
31,0.22241599999999997,6.535510026347362,-81.40290120846531,43.61320697737277,0.8647847410550222,0.01732654526004346,0.4844204121180458,0.13108760606727474,1.8882853488052316,0.3549387230827356,0.23480934461142544,0.9382212423491724,0.17792753120977206,-1.8263692040791253e-24,1.7551250635533642,4.178999012503135,4.175487431931987,1.7516134829822159,0.9904181149285012
32,0.229591,6.5492802536012125,-81.40033204047556,43.614796891552885,0.8644412662648794,0.01891302489158815,0.4852227007525509,0.13016327829062171,1.950228386478921,0.36118081024541704,0.20838905028948995,0.1382540095389798,0.17676858092957845,2.779807677599405e-23,2.6871733195711767,4.17899901111992,4.17302581913369,2.681200127584946,0.9900879724667024
33,0.236765,6.563534416291168,-81.39771425924448,43.61622253113443,0.8641423485349055,0.018496349359915225,0.4857172827275018,0.13036319059456333,2.0231635806107358,0.3685548183072181,0.1890191088396116,-0.3541031408039409,0.17479720866976411,7.401938998217049e-21,4.0341377756862835,4.178999009686467,4.164599875330407,4.019738641330225,0.9897553549860246
34,0.24394000000000002,6.578368703771461,-81.39503644803554,43.617545545198496,0.8638660345053044,0.01724388654587176,0.4860744667219373,0.1310331609885909,2.111921978633314,0.3779528064954927,0.1797762387597414,-0.4019126568704788,0.17004496663574964,1.4077631612726503e-24,4.136358936784497,4.178999008191154,4.117040000358138,4.0743999289514825,0.9894201332587657
35,0.25111500000000003,6.593840558650879,-81.39228983834724,43.618803651183946,0.8636115749703226,0.015901420451682108,0.4863769147224062,0.13175599759533754,2.2008877801482014,0.3877367022039877,0.17092719895793654,-0.4159854431000775,0.1495962233918252,2.8740508227920083e-24,4.160799493627864,4.1789990066399785,3.931179780317392,3.9129802673052763,0.9890821638645788
36,0.25829,6.609942040812456,-81.38947273331135,43.61999388425295,0.8634447616704497,0.01455199888734995,0.4865150558698801,0.1324931581492095,2.2874330781561354,0.39760220459401424,0.1608634687710583,-0.4219919493662792,0.06780679667185982,-9.843604078150369e-23,4.166853517334267,4.178999005066839,3.9965201649344926,3.98437467720192,0.9887413000510556
37,0.265464,6.62666582465125,-81.38658337101124,43.621114014059216,0.8634000934528286,0.013220772220196709,0.4864297203918606,0.13323502016821015,2.374353120620094,0.4078773336822993,0.15139322131924282,-0.4260004054235045,0.007582091980150638,6.599417353215004e-23,4.169277463548989,4.178999003484418,4.1072902679485015,4.097568728013072,0.9883973913720856
38,0.27263899999999996,6.644016301157366,-81.38361859962097,43.62216957750162,0.8634267731619767,0.011898370141116386,0.4862116021425975,0.13398084859094184,2.462123934766267,0.4186224484628585,0.14286937132701125,-0.4292088698753017,-0.016084418713696088,4.0806522189081647e-29,4.170444058899063,4.178999001897912,4.1424409156608215,4.133885972661972,0.9880502812756526
39,0.279814,6.661996169259241,-81.38057547279423,43.62316535079194,0.8634826962601183,0.010575180040014788,0.4859355421909365,0.13473084774520228,2.5497989006154023,0.42971918518815017,0.1347281167315648,-0.4320323145848156,-0.028149926945431687,6.0935229096035765e-24,4.171035437799314,4.178999000309478,4.156513390453024,4.14854982794286,0.9876998070162802
40,0.286988,6.6806037762108685,-81.37745159240731,43.624103523419116,0.863553626038524,0.009248227900347464,0.4856268121237541,0.13548490046847156,2.6371098350344933,0.44113291055463866,0.12681373674845148,-0.4346605820602701,-0.03557100224629102,-1.2697976937143268e-23,4.1713136423536685,4.178998998720223,4.163465924549148,4.1557805681825934,0.9873458000628149
41,0.294163,6.699836176442837,-81.3742447289064,43.62498553869569,0.8636334582981435,0.007916301545555319,0.4852962032676619,0.1362429104350241,2.7239640390246094,0.4528512089511469,0.1190744304916056,-0.4371970313126913,-0.0406974859758209,-1.4225094829229256e-23,4.1713969973405645,4.1789989971309165,4.167402248275367,4.159800248485015,0.9869880859535958
42,0.301338,6.719689948395421,-81.37095271728367,43.62581257601725,0.863719013856591,0.00657872736421348,0.4849492873281303,0.13700484604853194,2.8103213549033192,0.4648684807726913,0.11148861069984656,-0.4397059698401311,-0.04452483809355017,-9.322003232326811e-25,4.17134352353112,4.17899899554224,4.169841332168496,4.1621858601573765,0.9866264839865764
43,0.30851300000000004,6.7401614537749275,-81.36757342314634,43.626585698962096,0.8638084161347118,0.00523501835161426,0.4845893032182234,0.1377707359208021,2.89616145077988,0.477181781879781,0.10404566265904668,-0.4422325561600624,-0.04754720261515843,1.1285384745453986e-24,4.171181349110615,4.1789989939548535,4.1714490263602855,4.163631381516047,0.9862608068398078
